-unit tower_elementalbuilder_thunderbender StatusHealth, 170
 -lone_druid_spirit_bear_entangle
 -unit tower_naturebuilder_druid_bear AttackDamageMax, 137.5
 -unit tower_naturebuilder_druid_bear AttackDamageMin, 125
 -unit tower_naturebuilder_druid_bear ArmorPhysical, 5
 -unit tower_naturebuilder_druid_bear AttackRate, 1.2000000476837
 -unit tower_naturebuilder_druid_bear AttackAcquisitionRange, 500
 -unit tower_naturebuilder_druid_bear BountyGoldMin, 0
 -unit tower_humanbuilder_gunner StatusHealth, 175
 -unit tower_humanbuilder_gunner Ability4, sell
 -unit tower_humanbuilder_gunner AttackRange, 350
 -unit tower_humanbuilder_gunner BountyGoldMax, 0
 -unit tower_humanbuilder_gunner Ability3, ability_empty_3
 -unit tower_humanbuilder_gunner MagicalResistance, 0
 -unit tower_humanbuilder_gunner Ability2, ability_empty_2
 -Headshot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_gunner AttackDamageMax, 125
 -unit tower_humanbuilder_gunner AttackDamageMin, 112.5
 -unit tower_humanbuilder_gunner ArmorPhysical, 1
 -unit tower_humanbuilder_gunner AttackRate, 1.6000000238419
 -unit tower_humanbuilder_gunner AttackAcquisitionRange, 500
 -unit tower_humanbuilder_gunner BountyGoldMin, 0
 -unit tower_elementalbuilder_firebender StatusHealth, 220
 -unit tower_elementalbuilder_firebender Ability4, sell
 -unit tower_elementalbuilder_firebender AttackRange, 500
 -unit tower_elementalbuilder_firebender BountyGoldMax, 0
 -unit tower_elementalbuilder_firebender Ability3, elementalbuilder_upgrade_firegod
 -unit tower_elementalbuilder_firebender MagicalResistance, 0
 -unit tower_elementalbuilder_firebender Ability2, elementalbuilder_upgrade_firewarrior
 -unit tower_elementalbuilder_firebender Ability1, elementalbuilder_upgrade_fireelemental
 -unit tower_elementalbuilder_firebender AttackDamageMax, 56.25
 -unit tower_elementalbuilder_firebender AttackDamageMin, 50
 -unit tower_elementalbuilder_firebender ArmorPhysical, 0
 -unit tower_elementalbuilder_firebender AttackRate, 0.60000002384186
 -unit tower_elementalbuilder_firebender BountyGoldMin, 0
 -unit tower_elementalbuilder_firebender AttackAcquisitionRange, 500
 -unit tower_naturebuilder_shroom StatusHealth, 880
 -unit tower_naturebuilder_shroom Ability4, sell
 -unit tower_naturebuilder_shroom AttackRange, 90
 -unit tower_naturebuilder_shroom BountyGoldMax, 0
 -unit tower_naturebuilder_shroom Ability3, ability_empty_3
 -unit tower_naturebuilder_shroom MagicalResistance, 40
 -unit tower_naturebuilder_shroom Ability2, ability_empty_2
 -Shroom Corrosive Skin
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_naturebuilder_shroom AttackDamageMax, 50
 -unit tower_naturebuilder_shroom AttackDamageMin, 37.5
 -unit tower_naturebuilder_shroom ArmorPhysical, 7
 -unit tower_naturebuilder_shroom AttackRate, 0.5
 -unit tower_naturebuilder_shroom AttackAcquisitionRange, 500
 -unit tower_naturebuilder_shroom BountyGoldMin, 0
 -unit tower_elementalbuilder_watergod StatusHealth, 650
 -unit tower_elementalbuilder_watergod Ability4, sell
 -unit tower_elementalbuilder_watergod AttackRange, 375
 -unit tower_elementalbuilder_watergod BountyGoldMax, 0
 -unit tower_elementalbuilder_watergod Ability3, ability_empty_3
 -unit tower_elementalbuilder_watergod MagicalResistance, 0
 -unit tower_elementalbuilder_watergod Ability2, ability_empty_2
 -ancient_apparition_ice_vortex
 -unit tower_elementalbuilder_watergod AttackDamageMax, 250
 -unit tower_elementalbuilder_watergod AttackDamageMin, 225
 -unit tower_elementalbuilder_watergod ArmorPhysical, 3
 -unit tower_elementalbuilder_watergod AttackRate, 1.1000000238419
 -unit tower_elementalbuilder_watergod AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_watergod BountyGoldMin, 0
 -unit tower_humanbuilder_novice StatusHealth, 50
 -unit tower_humanbuilder_novice Ability4, sell
 -unit tower_humanbuilder_novice AttackRange, 400
 -unit tower_humanbuilder_novice BountyGoldMax, 0
 -unit tower_humanbuilder_novice Ability3, ability_empty_3
 -unit tower_humanbuilder_novice MagicalResistance, 0
 -Chain Fade
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET(1)
 -unit tower_humanbuilder_novice Ability1, humanbuilder_upgrade_mage
 -unit tower_humanbuilder_novice AttackDamageMax, 43.75
 -unit tower_humanbuilder_novice AttackDamageMin, 31.25
 -unit tower_humanbuilder_novice ArmorPhysical, 0
 -unit tower_humanbuilder_novice AttackRate, 1
 -unit tower_humanbuilder_novice AttackAcquisitionRange, 450
 -unit tower_humanbuilder_novice BountyGoldMin, 0
 -unit tower_humanbuilder_sharpshooter StatusHealth, 175
 -unit tower_humanbuilder_sharpshooter Ability4, sell
 -unit tower_humanbuilder_sharpshooter AttackRange, 900
 -unit tower_humanbuilder_sharpshooter BountyGoldMax, 0
 -unit tower_humanbuilder_sharpshooter Ability3, ability_empty_3
 -unit tower_humanbuilder_sharpshooter MagicalResistance, 0
 -unit tower_humanbuilder_sharpshooter Ability2, ability_empty_2
 -Headshot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_sharpshooter AttackDamageMax, 387.5
 -unit tower_humanbuilder_sharpshooter AttackDamageMin, 362.5
 -unit tower_humanbuilder_sharpshooter ArmorPhysical, 1
 -unit tower_humanbuilder_sharpshooter AttackRate, 1.6000000238419
 -unit tower_humanbuilder_sharpshooter AttackAcquisitionRange, 950
 -unit tower_humanbuilder_sharpshooter BountyGoldMin, 0
 -unit tower_naturebuilder_centaur_warrunner StatusHealth, 1400
 -unit tower_naturebuilder_centaur_warrunner Ability4, sell
 -unit tower_naturebuilder_centaur_warrunner AttackRange, 90
 -unit tower_naturebuilder_centaur_warrunner BountyGoldMax, 0
 -unit tower_naturebuilder_centaur_warrunner Ability3, ability_empty_3
 -unit tower_naturebuilder_centaur_warrunner MagicalResistance, 30
 -unit tower_naturebuilder_centaur_warrunner Ability2, ability_empty_2
 -Centaur Warrunner Great Cleave
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_naturebuilder_centaur_warrunner AttackDamageMax, 687.5
 -unit tower_naturebuilder_centaur_warrunner AttackDamageMin, 625
 -unit tower_naturebuilder_centaur_warrunner ArmorPhysical, 3
 -unit tower_naturebuilder_centaur_warrunner AttackRate, 1
 -unit tower_naturebuilder_centaur_warrunner AttackAcquisitionRange, 500
 -unit tower_naturebuilder_centaur_warrunner BountyGoldMin, 0
 -unit tower_elementalbuilder_voidgod StatusHealth, 950
 -unit tower_elementalbuilder_voidgod Ability4, sell
 -unit tower_elementalbuilder_voidgod AttackRange, 350
 -unit tower_elementalbuilder_voidgod BountyGoldMax, 0
 -unit tower_elementalbuilder_voidgod Ability3, ability_empty_3
 -unit tower_elementalbuilder_voidgod MagicalResistance, 0
 -unit tower_elementalbuilder_voidgod Ability2, ability_empty_2
 -enigma_black_hole
 -unit tower_elementalbuilder_voidgod AttackDamageMax, 400
 -unit tower_elementalbuilder_voidgod AttackDamageMin, 375
 -unit tower_elementalbuilder_voidgod ArmorPhysical, 3
 -unit tower_elementalbuilder_voidgod AttackRate, 0.44999998807907
 -unit tower_elementalbuilder_voidgod AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_voidgod BountyGoldMin, 0
 -unit tower_humanbuilder_futuristic_gyrocopter StatusHealth, 400
 -unit tower_humanbuilder_futuristic_gyrocopter Ability4, sell
 -unit tower_humanbuilder_futuristic_gyrocopter AttackRange, 400
 -unit tower_humanbuilder_futuristic_gyrocopter BountyGoldMax, 0
 -unit tower_humanbuilder_futuristic_gyrocopter Ability3, ability_empty_3
 -unit tower_humanbuilder_futuristic_gyrocopter MagicalResistance, 0
 -Call Down
 -DOTA_ABILITY_BEHAVIOR_POINT | DOTA_ABILITY_BEHAVIOR_AOE(2)
 -Gyrocopter Mk1 Split Shot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_futuristic_gyrocopter AttackDamageMax, 350
 -unit tower_humanbuilder_futuristic_gyrocopter AttackDamageMin, 350
 -unit tower_humanbuilder_futuristic_gyrocopter ArmorPhysical, 1
 -unit tower_humanbuilder_futuristic_gyrocopter AttackRate, 1
 -unit tower_humanbuilder_futuristic_gyrocopter AttackAcquisitionRange, 500
 -unit tower_humanbuilder_futuristic_gyrocopter BountyGoldMin, 0
 -unit tower_naturebuilder_hyena StatusHealth, 300
 -unit tower_naturebuilder_hyena Ability4, sell
 -unit tower_naturebuilder_hyena AttackRange, 400
 -unit tower_naturebuilder_hyena BountyGoldMax, 0
 -unit tower_naturebuilder_hyena Ability3, ability_empty_3
 -unit tower_naturebuilder_hyena MagicalResistance, 0
 -Hyena Nethertoxin
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_naturebuilder_hyena Ability1, naturebuilder_upgrade_agressive_boar
 -unit tower_naturebuilder_hyena AttackDamageMax, 225
 -unit tower_naturebuilder_hyena AttackDamageMin, 187.5
 -unit tower_naturebuilder_hyena ArmorPhysical, 2
 -unit tower_naturebuilder_hyena AttackRate, 0.55000001192093
 -unit tower_naturebuilder_hyena BountyGoldMin, 0
 -unit tower_naturebuilder_hyena AttackAcquisitionRange, 500
 -unit tower_naturebuilder_bug StatusHealth, 120
 -unit tower_naturebuilder_bug Ability4, sell
 -unit tower_naturebuilder_bug AttackRange, 450
 -unit tower_naturebuilder_bug BountyGoldMax, 0
 -unit tower_naturebuilder_bug Ability3, ability_empty_3
 -unit tower_naturebuilder_bug MagicalResistance, 0
 -weaver_geminate_attack
 -unit tower_naturebuilder_bug Ability1, naturebuilder_upgrade_big_bug
 -unit tower_naturebuilder_bug AttackDamageMax, 42.5
 -unit tower_naturebuilder_bug AttackDamageMin, 35
 -unit tower_naturebuilder_bug ArmorPhysical, 1
 -unit tower_naturebuilder_bug AttackRate, 0.64999997615814
 -unit tower_naturebuilder_bug BountyGoldMin, 0
 -unit tower_naturebuilder_bug AttackAcquisitionRange, 500
 -unit tower_humanbuilder_icewrack_grandmaster StatusHealth, 100
 -unit tower_humanbuilder_icewrack_grandmaster Ability4, sell
 -unit tower_humanbuilder_icewrack_grandmaster AttackRange, 600
 -unit tower_humanbuilder_icewrack_grandmaster BountyGoldMax, 0
 -unit tower_humanbuilder_icewrack_grandmaster Ability3, ability_empty_3
 -unit tower_humanbuilder_icewrack_grandmaster MagicalResistance, 0
 -unit tower_humanbuilder_icewrack_grandmaster Ability2, ability_empty_2
 -Freezing Field
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_icewrack_grandmaster AttackDamageMax, 150
 -unit tower_humanbuilder_icewrack_grandmaster AttackDamageMin, 150
 -unit tower_humanbuilder_icewrack_grandmaster ArmorPhysical, 0
 -unit tower_humanbuilder_icewrack_grandmaster AttackRate, 1
 -unit tower_humanbuilder_icewrack_grandmaster AttackAcquisitionRange, 650
 -unit tower_humanbuilder_icewrack_grandmaster BountyGoldMin, 0
 -unit tower_humanbuilder_gyrocopter_mk1 StatusHealth, 200
 -unit tower_humanbuilder_gyrocopter_mk1 Ability4, sell
 -unit tower_humanbuilder_gyrocopter_mk1 AttackRange, 400
 -unit tower_humanbuilder_gyrocopter_mk1 BountyGoldMax, 0
 -unit tower_humanbuilder_gyrocopter_mk1 Ability3, ability_empty_3
 -unit tower_humanbuilder_gyrocopter_mk1 MagicalResistance, 0
 -Gyrocopter Mk1 Split Shot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_gyrocopter_mk1 Ability1, humanbuilder_upgrade_gyrocopter_mk2
 -unit tower_humanbuilder_gyrocopter_mk1 AttackDamageMax, 99
 -unit tower_humanbuilder_gyrocopter_mk1 AttackDamageMin, 99
 -unit tower_humanbuilder_gyrocopter_mk1 ArmorPhysical, 1
 -unit tower_humanbuilder_gyrocopter_mk1 AttackRate, 1.5
 -unit tower_humanbuilder_gyrocopter_mk1 AttackAcquisitionRange, 500
 -unit tower_humanbuilder_gyrocopter_mk1 BountyGoldMin, 0
 -unit tower_elementalbuilder_earthgod StatusHealth, 1540
 -unit tower_elementalbuilder_earthgod Ability4, sell
 -unit tower_elementalbuilder_earthgod AttackRange, 150
 -unit tower_elementalbuilder_earthgod BountyGoldMax, 0
 -unit tower_elementalbuilder_earthgod Ability3, ability_empty_3
 -tiny_grow
 -unit tower_elementalbuilder_earthgod MagicalResistance, 0
 -unit tower_elementalbuilder_earthgod Ability2, ability_empty_2
 -tiny_avalanche
 -unit tower_elementalbuilder_earthgod AttackDamageMax, 625
 -unit tower_elementalbuilder_earthgod AttackDamageMin, 562.5
 -unit tower_elementalbuilder_earthgod ArmorPhysical, 6
 -unit tower_elementalbuilder_earthgod AttackRate, 1.2000000476837
 -unit tower_elementalbuilder_earthgod AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_earthgod BountyGoldMin, 0
 -unit tower_humanbuilder_archbishop StatusHealth, 120
 -unit tower_humanbuilder_archbishop Ability4, sell
 -unit tower_humanbuilder_archbishop AttackRange, 500
 -unit tower_humanbuilder_archbishop BountyGoldMax, 0
 -unit tower_humanbuilder_archbishop Ability3, ability_empty_3
 -unit tower_humanbuilder_archbishop MagicalResistance, 0
 -Healing Aura
 -DOTA_ABILITY_BEHAVIOR_PASSIVE | DOTA_ABILITY_BEHAVIOR_AURA(2)
 -Shadow Wave
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET | DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK(2)
 -unit tower_humanbuilder_archbishop AttackDamageMax, 150
 -unit tower_humanbuilder_archbishop AttackDamageMin, 125
 -unit tower_humanbuilder_archbishop ArmorPhysical, 0
 -unit tower_humanbuilder_archbishop AttackRate, 1
 -unit tower_humanbuilder_archbishop AttackAcquisitionRange, 500
 -unit tower_humanbuilder_archbishop BountyGoldMin, 0
 -unit tower_humanbuilder_mage StatusHealth, 65
 -unit tower_humanbuilder_mage Ability4, sell
 -unit tower_humanbuilder_mage AttackRange, 450
 -unit tower_humanbuilder_mage BountyGoldMax, 0
 -Crystal Nova
 -DOTA_ABILITY_BEHAVIOR_POINT | DOTA_ABILITY_BEHAVIOR_AOE(2)
 -unit tower_humanbuilder_mage MagicalResistance, 0
 -Chain Fade
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET(1)
 -unit tower_humanbuilder_mage Ability1, humanbuilder_upgrade_archmage
 -unit tower_humanbuilder_mage AttackDamageMax, 68.75
 -unit tower_humanbuilder_mage AttackDamageMin, 56.25
 -unit tower_humanbuilder_mage ArmorPhysical, 0
 -unit tower_humanbuilder_mage AttackRate, 1
 -unit tower_humanbuilder_mage AttackAcquisitionRange, 500
 -unit tower_humanbuilder_mage BountyGoldMin, 0
 -unit tower_naturebuilder_spider StatusHealth, 70
 -unit tower_naturebuilder_spider Ability4, sell
 -unit tower_naturebuilder_spider AttackRange, 90
 -unit tower_naturebuilder_spider BountyGoldMax, 0
 -unit tower_naturebuilder_spider MagicalResistance, 0
 -broodmother_poison_sting
 -unit tower_naturebuilder_spider Ability1, naturebuilder_upgrade_broodmother
 -unit tower_naturebuilder_spider AttackDamageMax, 18.75
 -unit tower_naturebuilder_spider AttackDamageMin, 12.5
 -unit tower_naturebuilder_spider ArmorPhysical, 0
 -unit tower_naturebuilder_spider BountyGoldMin, 0
 -unit tower_naturebuilder_spider AttackRate, 0.5
 -unit tower_naturebuilder_spider AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_thunderelemental StatusHealth, 320
 -unit tower_elementalbuilder_thunderelemental Ability4, sell
 -unit tower_elementalbuilder_thunderelemental AttackRange, 250
 -unit tower_elementalbuilder_thunderelemental BountyGoldMax, 0
 -unit tower_elementalbuilder_thunderelemental Ability3, ability_empty_3
 -unit tower_elementalbuilder_thunderelemental MagicalResistance, 0
 -unit tower_elementalbuilder_thunderelemental Ability2, ability_empty_2
 -leshrac_diabolic_edict
 -unit tower_elementalbuilder_thunderelemental AttackDamageMax, 37.5
 -unit tower_elementalbuilder_thunderelemental AttackDamageMin, 25
 -unit tower_elementalbuilder_thunderelemental ArmorPhysical, 0
 -unit tower_elementalbuilder_thunderelemental AttackRate, 0.44999998807907
 -unit tower_elementalbuilder_thunderelemental AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_thunderelemental BountyGoldMin, 0
 -unit tower_humanbuilder_gyrocopter_mk2 StatusHealth, 300
 -unit tower_humanbuilder_gyrocopter_mk2 Ability4, sell
 -unit tower_humanbuilder_gyrocopter_mk2 AttackRange, 400
 -unit tower_humanbuilder_gyrocopter_mk2 BountyGoldMax, 0
 -unit tower_humanbuilder_gyrocopter_mk2 Ability3, ability_empty_3
 -unit tower_humanbuilder_gyrocopter_mk2 MagicalResistance, 0
 -Gyrocopter Mk1 Split Shot
 -DOTA_ABILITY_BEHAVIOR_PASSIVE(1)
 -unit tower_humanbuilder_gyrocopter_mk2 Ability1, humanbuilder_upgrade_futuristic_gyrocopter
 -unit tower_humanbuilder_gyrocopter_mk2 AttackDamageMax, 233
 -unit tower_humanbuilder_gyrocopter_mk2 AttackDamageMin, 233
 -unit tower_humanbuilder_gyrocopter_mk2 ArmorPhysical, 1
 -unit tower_humanbuilder_gyrocopter_mk2 AttackRate, 1.2000000476837
 -unit tower_humanbuilder_gyrocopter_mk2 AttackAcquisitionRange, 500
 -unit tower_humanbuilder_gyrocopter_mk2 BountyGoldMin, 0
 -unit tower_humanbuilder_paladin StatusHealth, 420
 -unit tower_humanbuilder_paladin Ability4, sell
 -unit tower_humanbuilder_paladin AttackRange, 100
 -unit tower_humanbuilder_paladin BountyGoldMax, 0
 -unit tower_humanbuilder_paladin Ability3, ability_empty_3
 -unit tower_humanbuilder_paladin MagicalResistance, 0
 -unit tower_humanbuilder_paladin Ability2, ability_empty_2
 -Purification
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET(1)
 -unit tower_humanbuilder_paladin AttackDamageMax, 112.5
 -unit tower_humanbuilder_paladin AttackDamageMin, 100
 -unit tower_humanbuilder_paladin ArmorPhysical, 7
 -unit tower_humanbuilder_paladin AttackRate, 1
 -unit tower_humanbuilder_paladin AttackAcquisitionRange, 500
 -unit tower_humanbuilder_paladin BountyGoldMin, 0
 -unit tower_elementalbuilder_firegod StatusHealth, 860
 -unit tower_elementalbuilder_firegod Ability4, sell
 -unit tower_elementalbuilder_firegod AttackRange, 600
 -unit tower_elementalbuilder_firegod BountyGoldMax, 0
 -unit tower_elementalbuilder_firegod Ability3, ability_empty_3
 -unit tower_elementalbuilder_firegod MagicalResistance, 0
 -unit tower_elementalbuilder_firegod Ability2, ability_empty_2
 -firegod_supernova
 -DOTA_ABILITY_BEHAVIOR_NO_TARGET | DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK(2)
 -unit tower_elementalbuilder_firegod AttackDamageMax, 625
 -unit tower_elementalbuilder_firegod AttackDamageMin, 500
 -unit tower_elementalbuilder_firegod ArmorPhysical, 0
 -unit tower_elementalbuilder_firegod AttackRate, 1
 -unit tower_elementalbuilder_firegod AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_firegod BountyGoldMin, 0
 -unit tower_naturebuilder_centaur StatusHealth, 960
 -unit tower_naturebuilder_centaur Ability4, sell
 -unit tower_naturebuilder_centaur AttackRange, 125
 -unit tower_naturebuilder_centaur BountyGoldMax, 0
 -tiny_craggy_exterior
 -unit tower_naturebuilder_centaur MagicalResistance, 40
 -unit tower_naturebuilder_centaur Ability2, naturebuilder_upgrade_centaur_warrunner
 -unit tower_naturebuilder_centaur Ability1, naturebuilder_upgrade_big_centaur
 -unit tower_naturebuilder_centaur AttackDamageMax, 437.5
 -unit tower_naturebuilder_centaur AttackDamageMin, 375
 -unit tower_naturebuilder_centaur ArmorPhysical, 3
 -unit tower_naturebuilder_centaur AttackRate, 1.7999999523163
 -unit tower_naturebuilder_centaur BountyGoldMin, 0
 -unit tower_naturebuilder_centaur AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_voidwarrior StatusHealth, 900
 -unit tower_elementalbuilder_voidwarrior Ability4, sell
 -unit tower_elementalbuilder_voidwarrior AttackRange, 90
 -unit tower_elementalbuilder_voidwarrior BountyGoldMax, 0
 -unit tower_elementalbuilder_voidwarrior Ability3, ability_empty_3
 -unit tower_elementalbuilder_voidwarrior MagicalResistance, 0
 -unit tower_elementalbuilder_voidwarrior Ability2, ability_empty_2
 -faceless_void_time_lock
 -unit tower_elementalbuilder_voidwarrior AttackDamageMax, 115
 -unit tower_elementalbuilder_voidwarrior AttackDamageMin, 105
 -unit tower_elementalbuilder_voidwarrior ArmorPhysical, 3
 -unit tower_elementalbuilder_voidwarrior AttackRate, 0.44999998807907
 -unit tower_elementalbuilder_voidwarrior AttackAcquisitionRange, 500
 -unit tower_elementalbuilder_voidwarrior BountyGoldMin, 0
 -unit tower_humanbuilder_soldier StatusHealth, 380
 -unit tower_humanbuilder_soldier Ability4, sell
 -unit tower_humanbuilder_soldier AttackRange, 100
 -unit tower_humanbuilder_soldier BountyGoldMax, 0
 -Block
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET | DOTA_ABILITY_BEHAVIOR_IMMEDIATE(2)
 -unit tower_humanbuilder_soldier MagicalResistance, 0
 -unit tower_humanbuilder_soldier Ability2, humanbuilder_upgrade_paladin
 -unit tower_humanbuilder_soldier Ability1, humanbuilder_upgrade_spearman
 -unit tower_humanbuilder_soldier AttackDamageMax, 112.5
 -unit tower_humanbuilder_soldier AttackDamageMin, 100
 -unit tower_humanbuilder_soldier ArmorPhysical, 3
 -unit tower_humanbuilder_soldier AttackRate, 1
 -unit tower_humanbuilder_soldier BountyGoldMin, 0
 -unit tower_humanbuilder_soldier AttackAcquisitionRange, 500
 -unit tower_humanbuilder_archmage StatusHealth, 95
 -Crystal Nova
 -DOTA_ABILITY_BEHAVIOR_POINT | DOTA_ABILITY_BEHAVIOR_AOE(2)
 -Chain Fade
 -DOTA_ABILITY_BEHAVIOR_UNIT_TARGET(1)
 -unit tower_humanbuilder_archmage Ability4, sell
 -unit tower_humanbuilder_archmage AttackRange, 500
 -unit tower_humanbuilder_archmage BountyGoldMax, 0
 -unit tower_humanbuilder_archmage Ability3, humanbuilder_upgrade_soundmaster
 -unit tower_humanbuilder_archmage MagicalResistance, 0
 -unit tower_humanbuilder_archmage Ability2, humanbuilder_upgrade_icewrack_grandmaster
 -unit tower_humanbuilder_archmage Ability1, humanbuilder_upgrade_archbishop
 -unit tower_humanbuilder_archmage AttackDamageMax, 100
 -unit tower_humanbuilder_archmage AttackDamageMin, 75
 -unit tower_humanbuilder_archmage ArmorPhysical, 0
 -unit tower_humanbuilder_archmage AttackAcquisitionRange, 550
 -unit tower_humanbuilder_archmage AttackRate, 1
